qid,duration_bin,cohort,p3_location_failure,labels,evidence,native_status,qd_alignment,human_review_status
fWvWhLJ5Fow_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
fWvWhLJ5Fow_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
fYTZVxQ8LJk_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
fYTZVxQ8LJk_3,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
fmEft49sPfE_2,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
frOqlk0Wm5Y_1,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
frOqlk0Wm5Y_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
fwhkCnOeyC0_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
fwhkCnOeyC0_3,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
gW7s3YAthpI_1,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
gW7s3YAthpI_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
gbi6MxPf3hA_1,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
gbi6MxPf3hA_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
gbi6MxPf3hA_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
gbtcDoh0q3c_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
gf6H_MWCqjw_4,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,VALID,QD_GT_FAVORED,UNLABELED
gkWd1HugK2w_1,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
glAeihz0NAM_1,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
gr5Zss89yLQ_1,0-2s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
gr5Zss89yLQ_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
gr5Zss89yLQ_4,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
h3UhoHIMfpw_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
hDMHIDJdfDA_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
hVUmQfBIYe8_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
hmd6pa2e_rs_1,0-2s,control,1,NEAR_GT_SCALE_LEAKAGE;SEMANTIC_COMPETITOR;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; native MS-CLAP hard window scored above matched GT window; full-access top-1 decoder reference moved closer to hard peak,VALID,QD_HARD_FAVORED,UNLABELED
hmd6pa2e_rs_2,2-5s,harmful,1,SEMANTIC_COMPETITOR;DECODER_ATTRACTION,native MS-CLAP hard window scored above matched GT window; full-access top-1 decoder reference moved closer to hard peak,VALID,QD_HARD_FAVORED,UNLABELED
hmd6pa2e_rs_3,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,VALID,QD_TIE,UNLABELED
hzn_wGlzGpU_1,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
hzn_wGlzGpU_2,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
i6MQCm58zlY_3,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
iOCpICiu4LA_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
ilspW7JRjAg_1,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
inSvboaSRwA_2,0-2s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
jid4t-FzUn0_1,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
jid4t-FzUn0_3,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
jjfUaMQaG1A_2,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
jlwe9jtu5Gw_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
jlwe9jtu5Gw_2,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
jlwe9jtu5Gw_3,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
kHIe4CfaccQ_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
kXjzsroVTtw_1,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
kdflh3akyH8_1,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
lTfNLKEy1RU_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
lVr-PxhZo8s_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
lVr-PxhZo8s_3,0-2s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
lgwpIImXCWA_3,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
lh801oHGtD4_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
lh801oHGtD4_3,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
lmPMhs-9IYE_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
lrKGCtSsAkA_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
lrKGCtSsAkA_3,0-2s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
lrKGCtSsAkA_4,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
mSF_FqBtRPs_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
mWqH2xwjkYA_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
m_U506sf9p4_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
m_U506sf9p4_3,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
m_U506sf9p4_4,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
n-JyOqYSLQM_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
nLtNjMimLE0_1,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
nU-AI3Cmc3M_1,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
nlC4UI4hZ60_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,VALID,QD_GT_FAVORED,UNLABELED
o7-X8DAToGc_1,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,VALID,QD_TIE,UNLABELED
o7-X8DAToGc_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,VALID,QD_TIE,UNLABELED
oN0IcZaHD_8_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
oNHCc_izsDE_1,0-2s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
os_2U4xqTqw_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,VALID,QD_GT_FAVORED,UNLABELED
os_2U4xqTqw_2,2-5s,control,0,SEMANTIC_COMPETITOR,native MS-CLAP hard window scored above matched GT window,VALID,QD_GT_FAVORED,UNLABELED
os_2U4xqTqw_3,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE;SEMANTIC_COMPETITOR,strong hard peak is adjacent/moderately near or overlaps GT±2s; native MS-CLAP hard window scored above matched GT window,VALID,QD_GT_FAVORED,UNLABELED
os_2U4xqTqw_4,2-5s,harmful,0,MODEL_SPECIFIC_FALSE_POSITIVE;DECODER_ATTRACTION,"native GT window scored above hard, while QD final center evidence favored hard; full-access top-1 decoder reference moved closer to hard peak",VALID,QD_HARD_FAVORED,UNLABELED
p9qRTh4BmSE_1,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
p9qRTh4BmSE_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
pCQEWAFGEjc_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
pCQEWAFGEjc_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
pHYkWkZ4guE_3,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
pI_kPedctoo_1,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
pO8kbg9IJnc_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,VALID,QD_GT_FAVORED,UNLABELED
pO8kbg9IJnc_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,VALID,QD_GT_FAVORED,UNLABELED
paf0nyjg1Js_1,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
paf0nyjg1Js_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
pgq2KPX5_SA_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
pgq2KPX5_SA_4,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
ptIksg9KEac_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
ptIksg9KEac_3,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
q1ivQ_2fddk_3,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
q3SEOW2m4WY_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
q3SEOW2m4WY_3,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
q3SEOW2m4WY_4,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
qeSl7YZAfs4_2,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
r2KhpX_QgXA_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
rE6BJ0Bo4w4_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
rE6BJ0Bo4w4_4,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
rPkCYq4Zjwk_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
rPkCYq4Zjwk_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
riM7b5bJ9KQ_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
riM7b5bJ9KQ_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
rvtA7c1I4xo_1,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,VALID,QD_TIE,UNLABELED
rvtA7c1I4xo_2,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,VALID,QD_GT_FAVORED,UNLABELED
rvtA7c1I4xo_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,VALID,QD_TIE,UNLABELED
rvtA7c1I4xo_4,2-5s,harmful,0,MODEL_SPECIFIC_FALSE_POSITIVE;DECODER_ATTRACTION,"native GT window scored above hard, while QD final center evidence favored hard; full-access top-1 decoder reference moved closer to hard peak",VALID,QD_HARD_FAVORED,UNLABELED
sTMKled6Q1M_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
sTMKled6Q1M_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
sTMKled6Q1M_3,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
sVYTOURVsQ0_2,0-2s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
sl_Pxpc7beo_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
sqsI2UyrcBQ_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
szkiW0GXEOI_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
t1hj7se76wQ_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
t1hj7se76wQ_3,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
t4prXmPwthg_2,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
tIM-H2rdq8U_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
tIM-H2rdq8U_3,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
tIM-H2rdq8U_4,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
taYKM1OSTwE_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
taYKM1OSTwE_2,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
tfOIhQpYYe8_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
tfOIhQpYYe8_2,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
tjCNwdOUiGc_1,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
tjCNwdOUiGc_4,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
twFypUcdgRc_3,0-2s,control,1,SEMANTIC_COMPETITOR;DECODER_ATTRACTION,native MS-CLAP hard window scored above matched GT window; full-access top-1 decoder reference moved closer to hard peak,VALID,QD_HARD_FAVORED,UNLABELED
txeXrpoMST4_1,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
txeXrpoMST4_4,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
uJzAf4PaExI_2,0-2s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
uJzAf4PaExI_3,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
uY4fe5DT1gI_1,2-5s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
uY4fe5DT1gI_2,2-5s,control,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
uhSDBwVrEdo_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
up2PpjTzyyc_1,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
vfNKduToki4_1,0-2s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
vigslb0kClE_2,2-5s,harmful,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_HARD_FAVORED,UNLABELED
vruDH_YLaPI_1,0-2s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
vruDH_YLaPI_2,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
vruDH_YLaPI_3,0-2s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
wAZrOPvul4Y_1,2-5s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
wBs02amFGXs_2,2-5s,harmful,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
wnqUgK_-fo4_1,2-5s,control,1,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_TIE,UNLABELED
woadpeAGHUQ_1,0-2s,control,0,NEAR_GT_SCALE_LEAKAGE;DECODER_ATTRACTION,strong hard peak is adjacent/moderately near or overlaps GT±2s; full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_TIE,UNLABELED
x5AH2gW_8S4_2,0-2s,harmful,1,UNRESOLVED,no independently supported mechanism label,VALID,QD_TIE,UNLABELED
xUWSHYoslPQ_2,2-5s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
xbLW9Wt1Jsg_3,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
yfYNPWs7mWY_2,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,VALID,QD_TIE,UNLABELED
yrxa6_P2I80_2,0-2s,harmful,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
z1ax0QPpd14_1,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_HARD_FAVORED,UNLABELED
z1ax0QPpd14_3,0-2s,harmful,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
zBXoaQ1GVlc_3,2-5s,control,1,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_TIE,UNLABELED
zoctgurhvHE_1,2-5s,control,0,NEAR_GT_SCALE_LEAKAGE,strong hard peak is adjacent/moderately near or overlaps GT±2s,BLOCKED,QD_GT_FAVORED,UNLABELED
ztSjcZNUY7A_2,2-5s,control,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
zwoqJY03yHE_1,0-2s,harmful,1,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_GT_FAVORED,UNLABELED
zwoqJY03yHE_2,2-5s,control,0,DECODER_ATTRACTION,full-access top-1 decoder reference moved closer to hard peak,BLOCKED,QD_HARD_FAVORED,UNLABELED
zwoqJY03yHE_4,2-5s,harmful,0,UNRESOLVED,no independently supported mechanism label,BLOCKED,QD_GT_FAVORED,UNLABELED
